consumption_by_source,residential_total_final_consumption,year,Units,commercial_and_public_services_total_final,iso_alpha_3
oil_products,37280.0,2000, TJ,16428.0,POL
solid_biomass,94999.0,2000, TJ,9235.0,POL
Heat,47.0,2000, TJ,173.0,PRT
coal,1091.0,2000, TJ,659.0,PRT
electricity,463.0,2000, TJ,349.0,PRT
electricity,463.0,2000, TJ,40636.0,PRT
electricity,36201.0,2000, TJ,349.0,PRT
electricity,36201.0,2000, TJ,40636.0,PRT
natural_gas,3063.0,2000, TJ,2396.0,PRT
oil_products,28289.0,2000, TJ,14143.0,PRT
solid_biomass,48149.0,2000, TJ,,PRT
electricity,12639.0,2000, TJ,4715.0,QAT
oil_products,1965.0,2000, TJ,,QAT
solid_biomass,127.0,2000, TJ,,QAT
Heat,108881.0,2000, TJ,,ROU
coal,1765.0,2000, TJ,150.0,ROU
electricity,81.0,2000, TJ,188.0,ROU
electricity,81.0,2000, TJ,14068.0,ROU
electricity,27547.0,2000, TJ,188.0,ROU
electricity,27547.0,2000, TJ,14068.0,ROU
natural_gas,92816.0,2000, TJ,9822.0,ROU
oil_products,18212.0,2000, TJ,3914.0,ROU
solid_biomass,102725.0,2000, TJ,,ROU
Heat,2885940.0,2000, TJ,555343.0,RUS
coal,374610.0,2000, TJ,16220.0,RUS
electricity,506602.0,2000, TJ,231375.0,RUS
natural_gas,1805499.0,2000, TJ,102813.0,RUS
oil_products,182331.0,2000, TJ,41353.0,RUS
solid_biomass,87546.0,2000, TJ,743.0,RUS
electricity,136.0,2000, TJ,399.0,RWA
oil_products,700.0,2000, TJ,419.0,RWA
solid_biomass,88867.0,2000, TJ,,RWA
electricity,201826.0,2000, TJ,101433.0,SAU
oil_products,51582.0,2000, TJ,,SAU
solid_biomass,187.0,2000, TJ,,SAU
electricity,1429.0,2000, TJ,892.0,SEN
oil_products,5231.0,2000, TJ,189.0,SEN
solid_biomass,28373.0,2000, TJ,,SEN
Heat,11599.0,2000, TJ,,SRB
coal,18048.0,2000, TJ,,SRB
electricity,58679.0,2000, TJ,1069.0,SRB
electricity,58679.0,2000, TJ,,SRB
natural_gas,7803.0,2000, TJ,,SRB
oil_products,1203.0,2000, TJ,,SRB
solid_biomass,33599.0,2000, TJ,,SRB
electricity,20613.0,2000, TJ,38134.0,SGP
natural_gas,1652.0,2000, TJ,,SGP
oil_products,3878.0,2000, TJ,1939.0,SGP
Heat,17004.0,2000, TJ,7733.0,SVK
coal,2449.0,2000, TJ,7917.0,SVK
electricity,19508.0,2000, TJ,18964.0,SVK
electricity,19508.0,2000, TJ,,SVK
electricity,,2000, TJ,18964.0,SVK
electricity,,2000, TJ,,SVK
natural_gas,68756.0,2000, TJ,56943.0,SVK
oil_products,552.0,2000, TJ,523.0,SVK
solid_biomass,9.0,2000, TJ,6.0,SVK
Heat,3952.0,2000, TJ,3129.0,SVN
coal,201.0,2000, TJ,,SVN
electricity,195.0,2000, TJ,7653.0,SVN
electricity,195.0,2000, TJ,,SVN
electricity,9363.0,2000, TJ,7653.0,SVN
electricity,9363.0,2000, TJ,,SVN
natural_gas,2453.0,2000, TJ,783.0,SVN
oil_products,16114.0,2000, TJ,10336.0,SVN
solid_biomass,19523.0,2000, TJ,73.0,SVN
coal,42214.0,2000, TJ,21716.0,ZAF
electricity,103247.0,2000, TJ,61902.0,ZAF
natural_gas,,2000, TJ,,ZAF
oil_products,37668.0,2000, TJ,8754.0,ZAF
solid_biomass,101204.0,2000, TJ,,ZAF
electricity,,2000, TJ,,SSD
oil_products,,2000, TJ,,SSD
solid_biomass,,2000, TJ,,SSD
coal,8177.0,2000, TJ,2422.0,ESP
electricity,1027.0,2000, TJ,308.0,ESP
electricity,1027.0,2000, TJ,180082.0,ESP
electricity,157028.0,2000, TJ,308.0,ESP
electricity,157028.0,2000, TJ,180082.0,ESP
natural_gas,82573.0,2000, TJ,22851.0,ESP
oil_products,169471.0,2000, TJ,70708.0,ESP
solid_biomass,83528.0,2000, TJ,2184.0,ESP
electricity,6120.0,2000, TJ,3409.0,LKA
oil_products,4082.0,2000, TJ,1464.0,LKA
solid_biomass,127630.0,2000, TJ,5217.0,LKA
electricity,2739.0,2000, TJ,2087.0,SDN
oil_products,1736.0,2000, TJ,216.0,SDN
solid_biomass,178158.0,2000, TJ,27239.0,SDN
electricity,1008.0,2000, TJ,446.0,SUR
oil_products,974.0,2000, TJ,181.0,SUR
solid_biomass,1704.0,2000, TJ,,SUR
Heat,87108.0,2000, TJ,46816.0,SWE
coal,1135.0,2000, TJ,124.0,SWE
electricity,205.0,2000, TJ,91378.0,SWE
electricity,151271.0,2000, TJ,91378.0,SWE
natural_gas,3173.0,2000, TJ,1380.0,SWE
oil_products,36693.0,2000, TJ,43895.0,SWE
solid_biomass,25791.0,2000, TJ,543.0,SWE
Heat,6110.0,2000, TJ,3589.0,CHE
coal,344.0,2000, TJ,,CHE
electricity,434.0,2000, TJ,105.0,CHE
electricity,434.0,2000, TJ,53118.0,CHE
electricity,56620.0,2000, TJ,105.0,CHE
electricity,56620.0,2000, TJ,53118.0,CHE
natural_gas,35012.0,2000, TJ,19989.0,CHE
oil_products,116383.0,2000, TJ,52483.0,CHE
solid_biomass,12313.0,2000, TJ,9495.0,CHE
electricity,28177.0,2000, TJ,,SYR
oil_products,54490.0,2000, TJ,11171.0,SYR
Heat,,2000, TJ,,TJK
coal,,2000, TJ,,TJK
electricity,11703.0,2000, TJ,1000.0,TJK
electricity,3812.0,2000, TJ,1339.0,TZA
natural_gas,,2000, TJ,,TZA
oil_products,3952.0,2000, TJ,,TZA
solid_biomass,383733.0,2000, TJ,,TZA
electricity,70106.0,2000, TJ,99511.0,THA
electricity,70106.0,2000, TJ,,THA
natural_gas,,2000, TJ,,THA
oil_products,38572.0,2000, TJ,29922.0,THA
solid_biomass,212306.0,2000, TJ,,THA
Heat,7138.0,2000, TJ,11824.0,NLD
coal,87.0,2000, TJ,20.0,NLD
electricity,363.0,2000, TJ,91.0,NLD
electricity,363.0,2000, TJ,103665.0,NLD
electricity,72068.0,2000, TJ,91.0,NLD
electricity,72068.0,2000, TJ,103665.0,NLD
natural_gas,356238.0,2000, TJ,135122.0,NLD
oil_products,3146.0,2000, TJ,8125.0,NLD
solid_biomass,14026.0,2000, TJ,4645.0,NLD
electricity,766.0,2000, TJ,306.0,TGO
oil_products,2105.0,2000, TJ,,TGO
solid_biomass,35377.0,2000, TJ,4947.0,TGO
electricity,4395.0,2000, TJ,1882.0,TTO
natural_gas,5084.0,2000, TJ,,TTO
oil_products,3114.0,2000, TJ,,TTO
solid_biomass,574.0,2000, TJ,,TTO
electricity,7887.0,2000, TJ,6343.0,TUN
electricity,7887.0,2000, TJ,,TUN
electricity,,2000, TJ,6343.0,TUN
electricity,,2000, TJ,,TUN
natural_gas,4859.0,2000, TJ,1722.0,TUN
oil_products,20480.0,2000, TJ,12233.0,TUN
solid_biomass,31488.0,2000, TJ,,TUN
electricity,4413.0,2000, TJ,,TKM
natural_gas,,2000, TJ,136272.0,TKM
oil_products,,2000, TJ,,TKM
solid_biomass,363.0,2000, TJ,,TKM
coal,73782.0,2000, TJ,7460.0,TUR
electricity,85996.0,2000, TJ,79419.0,TUR
electricity,32794.0,2000, TJ,79419.0,TUR
natural_gas,112836.0,2000, TJ,17480.0,TUR
oil_products,150402.0,2000, TJ,,TUR
solid_biomass,270289.0,2000, TJ,,TUR
electricity,910.0,2000, TJ,140.0,UGA
oil_products,485.0,2000, TJ,,UGA
solid_biomass,226595.0,2000, TJ,20388.0,UGA
Heat,256895.0,2000, TJ,,UKR
coal,108213.0,2000, TJ,,UKR
electricity,108442.0,2000, TJ,31719.0,UKR
natural_gas,536679.0,2000, TJ,35307.0,UKR
oil_products,13328.0,2000, TJ,,UKR
solid_biomass,246.0,2000, TJ,,UKR
electricity,41302.0,2000, TJ,64234.0,ARE
oil_products,5108.0,2000, TJ,,ARE
Heat,1859.0,2000, TJ,54220.0,GBR
coal,65382.0,2000, TJ,1668.0,GBR
electricity,402631.0,2000, TJ,325745.0,GBR
electricity,402631.0,2000, TJ,33.0,GBR
electricity,,2000, TJ,325745.0,GBR
electricity,,2000, TJ,33.0,GBR
natural_gas,1198504.0,2000, TJ,261688.0,GBR
oil_products,126332.0,2000, TJ,58863.0,GBR
solid_biomass,7181.0,2000, TJ,3280.0,GBR
Heat,,2000, TJ,46408.0,USA
coal,55521.0,2000, TJ,37240.0,USA
electricity,4292805.0,2000, TJ,4177108.0,USA
electricity,4292805.0,2000, TJ,8018.0,USA
electricity,69376.0,2000, TJ,4177108.0,USA
electricity,69376.0,2000, TJ,8018.0,USA
natural_gas,4867674.0,2000, TJ,3064536.0,USA
oil_products,1335841.0,2000, TJ,697343.0,USA
solid_biomass,434364.0,2000, TJ,52030.0,USA
coal,241.0,2000, TJ,132.0,URY
electricity,10422.0,2000, TJ,6231.0,URY
natural_gas,4.0,2000, TJ,,URY
oil_products,6937.0,2000, TJ,1905.0,URY
solid_biomass,12694.0,2000, TJ,130.0,URY
Heat,,2000, TJ,,UZB
coal,630.0,2000, TJ,,UZB
electricity,26478.0,2000, TJ,11300.0,UZB
natural_gas,638917.0,2000, TJ,127791.0,UZB
oil_products,9418.0,2000, TJ,,UZB
electricity,54644.0,2000, TJ,63738.0,VEN
natural_gas,31543.0,2000, TJ,12792.0,VEN
oil_products,44787.0,2000, TJ,1312.0,VEN
solid_biomass,11239.0,2000, TJ,2734.0,VEN
coal,24430.0,2000, TJ,11558.0,VNM
electricity,40111.0,2000, TJ,5421.0,VNM
electricity,,2000, TJ,5421.0,VNM
oil_products,14083.0,2000, TJ,28846.0,VNM
solid_biomass,421288.0,2000, TJ,,VNM
electricity,5335.0,2000, TJ,752.0,YEM
oil_products,25069.0,2000, TJ,,YEM
electricity,4143.0,2000, TJ,1821.0,ZMB
oil_products,606.0,2000, TJ,1198.0,ZMB
solid_biomass,141246.0,2000, TJ,,ZMB
coal,53.0,2000, TJ,7666.0,ZWE
electricity,8337.0,2000, TJ,5544.0,ZWE
oil_products,2368.0,2000, TJ,,ZWE
solid_biomass,76451.0,2000, TJ,,ZWE
Heat,108.0,2001, TJ,,ALB
coal,,2001, TJ,,ALB
electricity,8658.0,2001, TJ,1969.0,ALB
electricity,8658.0,2001, TJ,,ALB
electricity,56.0,2001, TJ,1969.0,ALB
electricity,56.0,2001, TJ,,ALB
natural_gas,,2001, TJ,,ALB
oil_products,2031.0,2001, TJ,1911.0,ALB
solid_biomass,4823.0,2001, TJ,1607.0,ALB
electricity,43322.0,2001, TJ,,DZA
natural_gas,85012.0,2001, TJ,,DZA
oil_products,75340.0,2001, TJ,,DZA
solid_biomass,749.0,2001, TJ,,DZA
electricity,3247.0,2001, TJ,,AGO
oil_products,5731.0,2001, TJ,10562.0,AGO
solid_biomass,156615.0,2001, TJ,,AGO
electricity,79570.0,2001, TJ,68860.0,ARG
natural_gas,245060.0,2001, TJ,47260.0,ARG
oil_products,47265.0,2001, TJ,4914.0,ARG
solid_biomass,11017.0,2001, TJ,5068.0,ARG
Heat,733.0,2001, TJ,,ARM
coal,,2001, TJ,,ARM
electricity,5317.0,2001, TJ,835.0,ARM
electricity,5317.0,2001, TJ,,ARM
electricity,,2001, TJ,835.0,ARM
electricity,,2001, TJ,,ARM
natural_gas,5763.0,2001, TJ,303.0,ARM
oil_products,,2001, TJ,,ARM
solid_biomass,,2001, TJ,,ARM
Heat,,2001, TJ,,AUS
coal,853.0,2001, TJ,3038.0,AUS
electricity,178549.0,2001, TJ,147758.0,AUS
electricity,178549.0,2001, TJ,155.0,AUS
electricity,3461.0,2001, TJ,147758.0,AUS
electricity,3461.0,2001, TJ,155.0,AUS
natural_gas,109444.0,2001, TJ,46067.0,AUS
oil_products,14225.0,2001, TJ,13080.0,AUS
solid_biomass,79780.0,2001, TJ,424.0,AUS
Heat,23196.0,2001, TJ,16658.0,AUT
coal,8433.0,2001, TJ,1217.0,AUT
electricity,58352.0,2001, TJ,41853.0,AUT
electricity,58352.0,2001, TJ,1322.0,AUT
electricity,1620.0,2001, TJ,41853.0,AUT
electricity,1620.0,2001, TJ,1322.0,AUT
natural_gas,53106.0,2001, TJ,34856.0,AUT
oil_products,70991.0,2001, TJ,23702.0,AUT
solid_biomass,63788.0,2001, TJ,3467.0,AUT
Heat,,2001, TJ,2487.0,AZE
electricity,36619.0,2001, TJ,5687.0,AZE
natural_gas,68640.0,2001, TJ,10790.0,AZE
oil_products,1333.0,2001, TJ,1720.0,AZE
solid_biomass,463.0,2001, TJ,111.0,AZE
electricity,22269.0,2001, TJ,4226.0,BGD
natural_gas,31259.0,2001, TJ,3774.0,BGD
oil_products,26875.0,2001, TJ,,BGD
solid_biomass,319320.0,2001, TJ,,BGD
Heat,638.0,2001, TJ,600.0,BEL
coal,9085.0,2001, TJ,,BEL
electricity,87825.0,2001, TJ,46047.0,BEL
electricity,87825.0,2001, TJ,7.0,BEL
electricity,48.0,2001, TJ,46047.0,BEL
electricity,48.0,2001, TJ,7.0,BEL
natural_gas,151646.0,2001, TJ,68984.0,BEL
oil_products,157884.0,2001, TJ,37043.0,BEL
solid_biomass,7132.0,2001, TJ,164.0,BEL
electricity,622.0,2001, TJ,633.0,BEN
oil_products,7419.0,2001, TJ,,BEN
solid_biomass,41913.0,2001, TJ,8377.0,BEN
electricity,5043.0,2001, TJ,2919.0,BOL
natural_gas,219.0,2001, TJ,321.0,BOL
oil_products,12918.0,2001, TJ,315.0,BOL
solid_biomass,9390.0,2001, TJ,,BOL
Heat,,2001, TJ,,BIH
coal,,2001, TJ,,BIH
electricity,13442.0,2001, TJ,3675.0,BIH
natural_gas,1346.0,2001, TJ,182.0,BIH
oil_products,,2001, TJ,,BIH
solid_biomass,7608.0,2001, TJ,,BIH
coal,,2001, TJ,920.0,BWA
electricity,1202.0,2001, TJ,1040.0,BWA
electricity,1202.0,2001, TJ,1.0,BWA
electricity,16.0,2001, TJ,1040.0,BWA
electricity,16.0,2001, TJ,1.0,BWA
oil_products,1173.0,2001, TJ,2043.0,BWA
solid_biomass,24598.0,2001, TJ,,BWA
electricity,265571.0,2001, TJ,258494.0,BRA
electricity,265571.0,2001, TJ,230.0,BRA
electricity,2917.0,2001, TJ,258494.0,BRA
electricity,2917.0,2001, TJ,230.0,BRA
natural_gas,6128.0,2001, TJ,7014.0,BRA
oil_products,267436.0,2001, TJ,57470.0,BRA
solid_biomass,304713.0,2001, TJ,5554.0,BRA
electricity,1720.0,2001, TJ,5263.0,BRN
natural_gas,,2001, TJ,,BRN
oil_products,942.0,2001, TJ,,BRN
Heat,20490.0,2001, TJ,5369.0,BGR
coal,6432.0,2001, TJ,129.0,BGR
electricity,35103.0,2001, TJ,18518.0,BGR
electricity,35103.0,2001, TJ,,BGR
electricity,,2001, TJ,18518.0,BGR
electricity,,2001, TJ,,BGR
natural_gas,33.0,2001, TJ,734.0,BGR
oil_products,725.0,2001, TJ,7179.0,BGR
solid_biomass,19756.0,2001, TJ,367.0,BGR
electricity,795.0,2001, TJ,486.0,KHM
oil_products,2033.0,2001, TJ,,KHM
solid_biomass,79665.0,2001, TJ,,KHM
electricity,1393.0,2001, TJ,1202.0,CMR
oil_products,8463.0,2001, TJ,,CMR
solid_biomass,170629.0,2001, TJ,32991.0,CMR
Heat,,2001, TJ,321.0,CAN
coal,1259.0,2001, TJ,292.0,CAN
electricity,504784.0,2001, TJ,313624.0,CAN
natural_gas,540874.0,2001, TJ,439596.0,CAN
oil_products,125269.0,2001, TJ,62865.0,CAN
solid_biomass,80478.0,2001, TJ,,CAN
coal,960.0,2001, TJ,645.0,CHL
electricity,24865.0,2001, TJ,18129.0,CHL
natural_gas,13255.0,2001, TJ,2514.0,CHL
oil_products,44921.0,2001, TJ,5633.0,CHL
solid_biomass,126951.0,2001, TJ,,CHL
Heat,233694.0,2001, TJ,19859.0,CHN
coal,1920926.0,2001, TJ,374268.0,CHN
electricity,579322.0,2001, TJ,272908.0,CHN
electricity,579322.0,2001, TJ,25750.0,CHN
electricity,80559.0,2001, TJ,272908.0,CHN
electricity,80559.0,2001, TJ,25750.0,CHN
natural_gas,147544.0,2001, TJ,31065.0,CHN
oil_products,504948.0,2001, TJ,331016.0,CHN
solid_biomass,7908225.0,2001, TJ,,CHN
Heat,,2001, TJ,,TWN
electricity,3293.0,2001, TJ,101.0,TWN
electricity,3293.0,2001, TJ,78130.0,TWN
electricity,128361.0,2001, TJ,101.0,TWN
electricity,128361.0,2001, TJ,78130.0,TWN
natural_gas,29222.0,2001, TJ,8483.0,TWN
oil_products,65265.0,2001, TJ,38588.0,TWN
solid_biomass,,2001, TJ,8098.0,TWN
coal,3278.0,2001, TJ,,COL
electricity,52091.0,2001, TJ,28058.0,COL
natural_gas,21884.0,2001, TJ,3861.0,COL
oil_products,34099.0,2001, TJ,5611.0,COL
solid_biomass,68689.0,2001, TJ,,COL
electricity,475.0,2001, TJ,,COD
oil_products,1017.0,2001, TJ,,COD
solid_biomass,12852.0,2001, TJ,,COD
electricity,9396.0,2001, TJ,5950.0,CRI
oil_products,2259.0,2001, TJ,940.0,CRI
solid_biomass,3420.0,2001, TJ,,CRI
electricity,3322.0,2001, TJ,3484.0,CIV
oil_products,5883.0,2001, TJ,1515.0,CIV
solid_biomass,96964.0,2001, TJ,14732.0,CIV
Heat,6302.0,2001, TJ,2744.0,HRV
coal,412.0,2001, TJ,156.0,HRV
electricity,20015.0,2001, TJ,11373.0,HRV
electricity,20015.0,2001, TJ,15.0,HRV
electricity,35.0,2001, TJ,11373.0,HRV
electricity,35.0,2001, TJ,15.0,HRV
natural_gas,19203.0,2001, TJ,4548.0,HRV
oil_products,13603.0,2001, TJ,6033.0,HRV
solid_biomass,43793.0,2001, TJ,,HRV
electricity,16153.0,2001, TJ,11995.0,CUB
natural_gas,2148.0,2001, TJ,,CUB
oil_products,12764.0,2001, TJ,,CUB
solid_biomass,36010.0,2001, TJ,1340.0,CUB
electricity,,2001, TJ,,CUW
oil_products,2838.0,2001, TJ,,CUW
electricity,3751.0,2001, TJ,5241.0,CYP
electricity,3751.0,2001, TJ,,CYP
electricity,,2001, TJ,5241.0,CYP
electricity,,2001, TJ,,CYP
oil_products,3558.0,2001, TJ,,CYP
solid_biomass,,2001, TJ,,CYP
Heat,56228.0,2001, TJ,27197.0,CZE
coal,38458.0,2001, TJ,9308.0,CZE
electricity,51260.0,2001, TJ,42656.0,CZE
electricity,51260.0,2001, TJ,,CZE
electricity,,2001, TJ,42656.0,CZE
electricity,,2001, TJ,,CZE
natural_gas,99521.0,2001, TJ,54298.0,CZE
oil_products,3588.0,2001, TJ,127.0,CZE
solid_biomass,44393.0,2001, TJ,1022.0,CZE
electricity,4395.0,2001, TJ,5119.0,COD
oil_products,43.0,2001, TJ,,COD
solid_biomass,444296.0,2001, TJ,,COD
Heat,64382.0,2001, TJ,28836.0,DNK
coal,36.0,2001, TJ,,DNK
electricity,36572.0,2001, TJ,36644.0,DNK
electricity,36572.0,2001, TJ,47.0,DNK
electricity,270.0,2001, TJ,36644.0,DNK
electricity,270.0,2001, TJ,47.0,DNK
natural_gas,29262.0,2001, TJ,6781.0,DNK
oil_products,33663.0,2001, TJ,5194.0,DNK
solid_biomass,20385.0,2001, TJ,2211.0,DNK
electricity,13949.0,2001, TJ,8186.0,DOM
electricity,13949.0,2001, TJ,8.0,DOM
electricity,143.0,2001, TJ,8186.0,DOM
electricity,143.0,2001, TJ,8.0,DOM
oil_products,15057.0,2001, TJ,2852.0,DOM
solid_biomass,20883.0,2001, TJ,31.0,DOM
electricity,10497.0,2001, TJ,7441.0,ECU
electricity,10497.0,2001, TJ,95.0,ECU
natural_gas,,2001, TJ,,ECU
oil_products,23592.0,2001, TJ,9242.0,ECU
solid_biomass,15069.0,2001, TJ,,ECU
coal,358.0,2001, TJ,,EGY
electricity,92422.0,2001, TJ,55288.0,EGY
natural_gas,14261.0,2001, TJ,,EGY
oil_products,158536.0,2001, TJ,,EGY
solid_biomass,57556.0,2001, TJ,,EGY
electricity,4809.0,2001, TJ,1720.0,SLV
oil_products,6935.0,2001, TJ,89.0,SLV
solid_biomass,10861.0,2001, TJ,1328.0,SLV
electricity,133.0,2001, TJ,,GNQ
oil_products,488.0,2001, TJ,236.0,GNQ
solid_biomass,4194.0,2001, TJ,,GNQ
electricity,248.0,2001, TJ,190.0,ERI
oil_products,1014.0,2001, TJ,295.0,ERI
solid_biomass,16924.0,2001, TJ,743.0,ERI
Heat,16621.0,2001, TJ,2668.0,EST
coal,938.0,2001, TJ,288.0,EST
electricity,5706.0,2001, TJ,5324.0,EST
natural_gas,1727.0,2001, TJ,938.0,EST
oil_products,1003.0,2001, TJ,2671.0,EST
solid_biomass,13643.0,2001, TJ,528.0,EST
coal,396.0,2001, TJ,,SWZ
electricity,633.0,2001, TJ,255.0,SWZ
oil_products,533.0,2001, TJ,94.0,SWZ
solid_biomass,18954.0,2001, TJ,,SWZ
electricity,1422.0,2001, TJ,1393.0,ETH
oil_products,9946.0,2001, TJ,822.0,ETH
solid_biomass,810886.0,2001, TJ,7694.0,ETH
Heat,58355.0,2001, TJ,35824.0,FIN
coal,525.0,2001, TJ,84.0,FIN
electricity,67132.0,2001, TJ,50871.0,FIN
electricity,16.0,2001, TJ,50871.0,FIN
natural_gas,1091.0,2001, TJ,1179.0,FIN
oil_products,33016.0,2001, TJ,14728.0,FIN
solid_biomass,44019.0,2001, TJ,2946.0,FIN
Heat,,2001, TJ,,FRA
coal,15305.0,2001, TJ,10512.0,FRA
electricity,481993.0,2001, TJ,391600.0,FRA
electricity,481993.0,2001, TJ,,FRA
electricity,5827.0,2001, TJ,391600.0,FRA
electricity,5827.0,2001, TJ,,FRA
natural_gas,540436.0,2001, TJ,193911.0,FRA
oil_products,443864.0,2001, TJ,190692.0,FRA
solid_biomass,285734.0,2001, TJ,17535.0,FRA
electricity,1980.0,2001, TJ,572.0,GAB
oil_products,1468.0,2001, TJ,649.0,GAB
solid_biomass,31749.0,2001, TJ,,GAB
Heat,16.0,2001, TJ,,GEO
coal,105.0,2001, TJ,,GEO
electricity,9273.0,2001, TJ,6382.0,GEO
electricity,9273.0,2001, TJ,,GEO
electricity,410.0,2001, TJ,6382.0,GEO
electricity,410.0,2001, TJ,,GEO
natural_gas,5571.0,2001, TJ,1098.0,GEO
oil_products,3889.0,2001, TJ,42.0,GEO
solid_biomass,25016.0,2001, TJ,500.0,GEO
Heat,252289.0,2001, TJ,,DEU
coal,37709.0,2001, TJ,14275.0,DEU
electricity,482400.0,2001, TJ,452307.0,DEU
electricity,482400.0,2001, TJ,580.0,DEU
electricity,5252.0,2001, TJ,452307.0,DEU
electricity,5252.0,2001, TJ,580.0,DEU
natural_gas,1035000.0,2001, TJ,252000.0,DEU
oil_products,930370.0,2001, TJ,423915.0,DEU
solid_biomass,171699.0,2001, TJ,,DEU
electricity,5803.0,2001, TJ,2217.0,GHA
oil_products,5765.0,2001, TJ,180.0,GHA
solid_biomass,98982.0,2001, TJ,3468.0,GHA
electricity,,2001, TJ,35.0,GIB
Heat,1176.0,2001, TJ,,GRC
coal,698.0,2001, TJ,,GRC
electricity,52365.0,2001, TJ,47664.0,GRC
electricity,52365.0,2001, TJ,249.0,GRC
electricity,6376.0,2001, TJ,47664.0,GRC
electricity,6376.0,2001, TJ,249.0,GRC
natural_gas,218.0,2001, TJ,510.0,GRC
oil_products,108672.0,2001, TJ,13292.0,GRC
solid_biomass,29392.0,2001, TJ,43.0,GRC
electricity,5741.0,2001, TJ,5212.0,GTM
oil_products,8887.0,2001, TJ,233.0,GTM
solid_biomass,132796.0,2001, TJ,2851.0,GTM
electricity,417.0,2001, TJ,251.0,HTI
oil_products,3984.0,2001, TJ,,HTI
solid_biomass,71785.0,2001, TJ,1632.0,HTI
electricity,5144.0,2001, TJ,3614.0,HND
oil_products,1935.0,2001, TJ,3555.0,HND
solid_biomass,45745.0,2001, TJ,,HND
electricity,32803.0,2001, TJ,84585.0,HKG
natural_gas,13043.0,2001, TJ,9954.0,HKG
oil_products,1094.0,2001, TJ,10926.0,HKG
solid_biomass,,2001, TJ,215.0,HKG
Heat,31297.0,2001, TJ,12267.0,HUN
coal,8141.0,2001, TJ,560.0,HUN
electricity,36467.0,2001, TJ,32349.0,HUN
electricity,36467.0,2001, TJ,3254.0,HUN
electricity,60.0,2001, TJ,32349.0,HUN
electricity,60.0,2001, TJ,3254.0,HUN
natural_gas,138312.0,2001, TJ,80640.0,HUN
oil_products,11870.0,2001, TJ,2868.0,HUN
solid_biomass,25156.0,2001, TJ,1961.0,HUN
Heat,9645.0,2001, TJ,6336.0,ISL
electricity,2188.0,2001, TJ,2815.0,ISL
electricity,2188.0,2001, TJ,1279.0,ISL
electricity,976.0,2001, TJ,2815.0,ISL
electricity,976.0,2001, TJ,1279.0,ISL
oil_products,301.0,2001, TJ,,ISL
coal,98951.0,2001, TJ,106159.0,IND
electricity,287497.0,2001, TJ,87501.0,IND
electricity,287497.0,2001, TJ,145.0,IND
electricity,1291.0,2001, TJ,87501.0,IND
electricity,1291.0,2001, TJ,145.0,IND
natural_gas,16813.0,2001, TJ,,IND
oil_products,743890.0,2001, TJ,,IND
solid_biomass,3813521.0,2001, TJ,76355.0,IND
coal,179.0,2001, TJ,,IDN
electricity,112424.0,2001, TJ,56113.0,IDN
electricity,112424.0,2001, TJ,,IDN
natural_gas,513.0,2001, TJ,1187.0,IDN
oil_products,408516.0,2001, TJ,59227.0,IDN
solid_biomass,471845.0,2001, TJ,8834.0,IDN
coal,361.0,2001, TJ,,IRN
electricity,118602.0,2001, TJ,66042.0,IRN
natural_gas,712241.0,2001, TJ,102828.0,IRN
oil_products,426574.0,2001, TJ,154209.0,IRN
solid_biomass,2767.0,2001, TJ,2438.0,IRN
electricity,,2001, TJ,,IRQ
oil_products,104201.0,2001, TJ,,IRQ
coal,21991.0,2001, TJ,185.0,IRL
electricity,24220.0,2001, TJ,21713.0,IRL
electricity,24220.0,2001, TJ,,IRL
electricity,4.0,2001, TJ,21713.0,IRL
electricity,4.0,2001, TJ,,IRL
natural_gas,20130.0,2001, TJ,12011.0,IRL
oil_products,52689.0,2001, TJ,15203.0,IRL
solid_biomass,687.0,2001, TJ,,IRL
electricity,42512.0,2001, TJ,35679.0,ISR
electricity,26196.0,2001, TJ,35679.0,ISR
oil_products,31157.0,2001, TJ,,ISR
solid_biomass,183.0,2001, TJ,,ISR
Heat,,2001, TJ,,ITA
coal,3127.0,2001, TJ,,ITA
electricity,221590.0,2001, TJ,213249.0,ITA
electricity,221590.0,2001, TJ,5745.0,ITA
electricity,494.0,2001, TJ,213249.0,ITA
electricity,494.0,2001, TJ,5745.0,ITA
natural_gas,659269.0,2001, TJ,245367.0,ITA
oil_products,270104.0,2001, TJ,37456.0,ITA
solid_biomass,55699.0,2001, TJ,325.0,ITA
electricity,3808.0,2001, TJ,4449.0,JAM
natural_gas,,2001, TJ,,JAM
oil_products,4455.0,2001, TJ,806.0,JAM
solid_biomass,2953.0,2001, TJ,,JAM
Heat,1265.0,2001, TJ,21333.0,JPN
coal,,2001, TJ,577.0,JPN
electricity,909980.0,2001, TJ,1010575.0,JPN
electricity,909980.0,2001, TJ,2935.0,JPN
electricity,31119.0,2001, TJ,1010575.0,JPN
electricity,31119.0,2001, TJ,2935.0,JPN
natural_gas,371682.0,2001, TJ,205422.0,JPN
oil_products,680521.0,2001, TJ,979640.0,JPN
solid_biomass,676.0,2001, TJ,4200.0,JPN
electricity,7595.0,2001, TJ,4780.0,JOR
electricity,7595.0,2001, TJ,126.0,JOR
electricity,2596.0,2001, TJ,4780.0,JOR
electricity,2596.0,2001, TJ,126.0,JOR
oil_products,25331.0,2001, TJ,7242.0,JOR
solid_biomass,99.0,2001, TJ,,JOR
