year,strategy_id,strategy_name,chart,metric,facility_type,value,units
2038,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.48806179716422,Mt CO2e
2038,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020644863348605772,Mt CO2e
2038,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.374055759291895,Mt CO2e
2039,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,2.623417124421007,Mt CO2e
2039,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.3090003924092,Mt CO2e
2039,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020411214868920342,Mt CO2e
2039,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,26.952828731697867,Mt CO2e
2040,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,2.3963961781038634,Mt CO2e
2040,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.069045435336342,Mt CO2e
2040,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020208437852714162,Mt CO2e
2040,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,26.485650051291675,Mt CO2e
2041,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,2.183014893479563,Mt CO2e
2041,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,23.774997789965084,Mt CO2e
2041,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020032548022511424,Mt CO2e
2041,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,25.978045231465924,Mt CO2e
2042,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.9817562996544882,Mt CO2e
2042,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,23.434024043350355,Mt CO2e
2042,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.01987955174633233,Mt CO2e
2042,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,25.43565989474995,Mt CO2e
2043,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.7909459385304936,Mt CO2e
2043,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,23.05341709880504,Mt CO2e
2043,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2043,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,24.864108587014044,Mt CO2e
2044,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.6088325112212427,Mt CO2e
2044,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,22.640379378151888,Mt CO2e
2044,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2044,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,24.268838715561277,Mt CO2e
2045,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.4336621426431315,Mt CO2e
2045,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,22.201824189098605,Mt CO2e
2045,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2045,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,23.655006258744525,Mt CO2e
2046,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.2637473941822466,Mt CO2e
2046,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,21.744190861267185,Mt CO2e
2046,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2046,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,23.02735998287045,Mt CO2e
2047,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,1.0975321502195874,Mt CO2e
2047,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,21.2732694309437,Mt CO2e
2047,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2047,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,22.390131074402916,Mt CO2e
2048,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,0.9336534672810441,Mt CO2e
2048,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,20.79403095498706,Mt CO2e
2048,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2048,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,21.74692535863032,Mt CO2e
2049,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,0.7710013960490548,Mt CO2e
2049,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,20.310459948701688,Mt CO2e
2049,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2049,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,21.100615611555465,Mt CO2e
2050,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,0.6087776600511061,Mt CO2e
2050,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.825385966263205,Mt CO2e
2050,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.019829620706350776,Mt CO2e
2050,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,20.453231868847755,Mt CO2e
2023,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,7.804993131800002,Mt CO2e
2023,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.193918767012,Mt CO2e
2023,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02908810118799967,Mt CO2e
2023,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,27.028000000000002,Mt CO2e
2024,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,7.370394633925433,Mt CO2e
2024,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.21008849210172,Mt CO2e
2024,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02827518098176405,Mt CO2e
2024,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,25.608758307008838,Mt CO2e
2025,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,6.935965102698095,Mt CO2e
2025,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,17.222060229861096,Mt CO2e
2025,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.027474828359937524,Mt CO2e
2025,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,24.185500160918984,Mt CO2e
2026,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,6.5018084081217395,Mt CO2e
2026,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,16.22190218194169,Mt CO2e
2026,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.026696974275037925,Mt CO2e
2026,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,22.75040756433827,Mt CO2e
2027,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,6.068730178326621,Mt CO2e
2027,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,15.201313393880309,Mt CO2e
2027,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02594964570666538,Mt CO2e
2027,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,21.295993217913363,Mt CO2e
2028,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,5.638183194321846,Mt CO2e
2028,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,14.152587054754033,Mt CO2e
2028,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.025239207155089025,Mt CO2e
2028,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,19.816009456230717,Mt CO2e
2029,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,5.212176087126405,Mt CO2e
2029,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,13.069444184379488,Mt CO2e
2029,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.024570564377560295,Mt CO2e
2029,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,18.30619083588319,Mt CO2e
2030,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,4.793152715805576,Mt CO2e
2030,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,11.947738479715767,Mt CO2e
2030,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.023947331348100016,Mt CO2e
2030,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,16.764838526869173,Mt CO2e
2031,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,4.383847720680539,Mt CO2e
2031,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,10.786018666161059,Mt CO2e
2031,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.023371964475647378,Mt CO2e
2031,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,15.193238351316978,Mt CO2e
2032,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,3.9871378659122847,Mt CO2e
2032,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,9.585947953098447,Mt CO2e
2032,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02284587336255949,Mt CO2e
2032,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,13.595931692373032,Mt CO2e
2033,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,3.605773240569609,Mt CO2e
2033,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,8.352005182382936,Mt CO2e
2033,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02236946471836671,Mt CO2e
2033,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,11.980147887670661,Mt CO2e
2034,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,3.2421545299865673,Mt CO2e
2034,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,7.091118414379595,Mt CO2e
2034,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021942195393920803,Mt CO2e
2034,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,10.355215139759839,Mt CO2e
2035,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,2.8981568491201677,Mt CO2e
2035,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,5.812225728871756,Mt CO2e
2035,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021562635444775553,Mt CO2e
2035,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,8.731945213436457,Mt CO2e
2036,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,2.575000832915695,Mt CO2e
2036,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,4.525756403600862,Mt CO2e
2036,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021228542764392656,Mt CO2e
2036,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,7.12198577928071,Mt CO2e
2037,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,2.273172022940045,Mt CO2e
2037,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,3.2430243050276957,Mt CO2e
2037,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020936951421577015,Mt CO2e
2037,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,5.537133279389074,Mt CO2e
2038,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,1.9925212384332724,Mt CO2e
2038,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,1.975348688616494,Mt CO2e
2038,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020684369698311004,Mt CO2e
2038,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,3.9885542967478305,Mt CO2e
2039,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,1.732353094252703,Mt CO2e
2039,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.7331547361702011,Mt CO2e
2039,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020466952278936374,Mt CO2e
2039,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,2.4859747827015877,Mt CO2e
2040,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,1.4915029509647277,Mt CO2e
2040,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2040,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020280648849055984,Mt CO2e
2040,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,1.0368276301707997,Mt CO2e
2041,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,1.2684028340956421,Mt CO2e
2041,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2041,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020121331536785726,Mt CO2e
2041,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2042,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,1.0611371527420945,Mt CO2e
2042,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2042,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2042,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2043,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.8675614502670789,Mt CO2e
2043,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2043,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2043,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2044,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.6854115054404912,Mt CO2e
2044,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2044,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2044,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2045,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.5124041402508748,Mt CO2e
2045,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2045,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2045,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2046,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.34633115948472104,Mt CO2e
2046,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2046,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2046,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2047,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.2703466355692763,Mt CO2e
2047,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2047,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2047,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2048,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.2703466355692763,Mt CO2e
2048,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2048,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2048,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2049,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.2703466355692763,Mt CO2e
2049,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2049,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2049,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2050,6005,Conditional NDC,fgtv_by_gas,fgtv_co2_mt_co2e,All,0.2703466355692763,Mt CO2e
2050,6005,Conditional NDC,fgtv_by_gas,fgtv_ch4_mt_co2e,All,0.0,Mt CO2e
2050,6005,Conditional NDC,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020108135054551637,Mt CO2e
2050,6005,Conditional NDC,fgtv_by_gas,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2023,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,6.23380136718604,Mt CO2e
2024,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,7.1007125133853055,Mt CO2e
2025,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,7.968296899946287,Mt CO2e
2026,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,8.837190411282357,Mt CO2e
2027,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,9.708166416289899,Mt CO2e
2028,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,10.581910965471081,Mt CO2e
2029,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,11.458796847086266,Mt CO2e
2030,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,12.3390121972853,Mt CO2e
2031,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,13.22272769767925,Mt CO2e
2032,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,14.110307418101396,Mt CO2e
2033,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,15.002239653844242,Mt CO2e
2034,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,15.89907519570911,Mt CO2e
2035,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,16.801372898943935,Mt CO2e
2036,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,17.709652376842786,Mt CO2e
2037,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,18.624353654048612,Mt CO2e
2038,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,19.545803630276108,Mt CO2e
2039,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,20.474189261576598,Mt CO2e
2040,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,21.409537439792146,Mt CO2e
2041,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,22.351701645064665,Mt CO2e
2042,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,23.300355537851797,Mt CO2e
2043,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,24.254999409096204,Mt CO2e
2044,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,25.214977977533675,Mt CO2e
2045,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,26.179507377633186,Mt CO2e
2046,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,27.147712006716656,Mt CO2e
2047,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,28.11867198186642,Mt CO2e
2048,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,29.09148202738113,Mt CO2e
2049,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,30.065322643278922,Mt CO2e
2050,6003,BAU,fgtv_components_by_gas,flaring_co2_mt_co2e,All,31.039544398156664,Mt CO2e
2023,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,6.23380136718604,Mt CO2e
2024,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.876530175469052,Mt CO2e
2025,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.519442611615947,Mt CO2e
2026,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.162664412545021,Mt CO2e
2027,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.806792249925674,Mt CO2e
2028,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.4529356125320225,Mt CO2e
2029,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.102715902272975,Mt CO2e
2030,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.7582261192318374,Mt CO2e
2031,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.42194956899163,Mt CO2e
2032,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.096643702746547,Mt CO2e
2033,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.7850993639577104,Mt CO2e
2034,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.489901853898548,Mt CO2e
2035,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.2131926998244076,Mt CO2e
2036,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.9564311175725002,Mt CO2e
2037,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.720154432796987,Mt CO2e
2038,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.5041378214999588,Mt CO2e
2039,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.307541041237983,Mt CO2e
2040,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.1290424213300443,Mt CO2e
2041,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.9669606287449134,Mt CO2e
2042,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.8193650380700489,Mt CO2e
2043,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.6841758374572768,Mt CO2e
2044,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.5592550072384171,Mt CO2e
2045,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.4424894764633118,Mt CO2e
2046,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.3318677954115916,Mt CO2e
2047,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.2938045822124957,Mt CO2e
2048,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.2938045822124957,Mt CO2e
2049,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.2938045822124957,Mt CO2e
2050,6004,Unconditional NDC (ZRF),fgtv_components_by_gas,flaring_co2_mt_co2e,All,0.2938045822124957,Mt CO2e
2023,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,6.23380136718604,Mt CO2e
2024,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.8718884994796525,Mt CO2e
2025,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.510395911786684,Mt CO2e
2026,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,5.149925829832567,Mt CO2e
2027,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.791794242458728,Mt CO2e
2028,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.437914496851143,Mt CO2e
2029,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,4.090654038926436,Mt CO2e
2030,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.7526729142609865,Mt CO2e
2031,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.426750120209653,Mt CO2e
2032,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,3.115610494847241,Mt CO2e
2033,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.821691554460164,Mt CO2e
2034,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.5469561355466173,Mt CO2e
2035,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.292751505364947,Mt CO2e
2036,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,2.0597158988520885,Mt CO2e
2037,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.8477338400648695,Mt CO2e
2038,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.6560789953896378,Mt CO2e
2039,6005,Conditional NDC,fgtv_components_by_gas,flaring_co2_mt_co2e,All,1.4835436689209436,Mt CO2e
