year,strategy_id,strategy_name,chart,metric,facility_type,value,units
2031,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,8.955386065970332,Mt CO2e
2031,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,2.791608236656715,Mt CO2e
2031,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,15.193238351316975,Mt CO2e
2032,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,3.133561005272462,Mt CO2e
2032,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,7.961219162016603,Mt CO2e
2032,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,2.5011515250841425,Mt CO2e
2032,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,13.595931692373028,Mt CO2e
2033,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,2.8381862014274417,Mt CO2e
2033,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,6.9289158274007026,Mt CO2e
2033,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,2.2130458588426927,Mt CO2e
2033,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,11.980147887670658,Mt CO2e
2034,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,2.562091758730792,Mt CO2e
2034,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,5.864104854122997,Mt CO2e
2034,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,1.929018526906229,Mt CO2e
2034,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,10.355215139759835,Mt CO2e
2035,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,2.3066312372171316,Mt CO2e
2035,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,4.774537693217717,Mt CO2e
2035,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,1.6507762830017945,Mt CO2e
2035,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,8.731945213436454,Mt CO2e
2036,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,2.072445709554499,Mt CO2e
2036,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,3.669641680775955,Mt CO2e
2036,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,1.3798983889504473,Mt CO2e
2036,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,7.121985779280706,Mt CO2e
2037,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.8594188516710544,Mt CO2e
2037,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,2.559969757995116,Mt CO2e
2037,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,1.1177446697231026,Mt CO2e
2037,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,5.537133279389071,Mt CO2e
2038,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.6668205010044848,Mt CO2e
2038,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,1.4563553347915574,Mt CO2e
2038,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.8653784609519928,Mt CO2e
2038,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,3.988554296747827,Mt CO2e
2039,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.4934367902010246,Mt CO2e
2039,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.36903414880873076,Mt CO2e
2039,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.6235038436920433,Mt CO2e
2039,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,2.485974782701584,Mt CO2e
2040,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.3376874222196886,Mt CO2e
2040,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2040,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.3924170866250887,Mt CO2e
2040,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,1.0368276301707962,Mt CO2e
2041,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.1977308475396766,Mt CO2e
2041,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2041,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.17197255085949403,Mt CO2e
2041,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2042,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,1.0715583344546082,Mt CO2e
2042,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2042,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2042,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2043,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.9570792988316071,Mt CO2e
2043,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2043,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2043,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2044,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.8521979831981684,Mt CO2e
2044,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2044,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2044,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2045,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.7548827974182809,Mt CO2e
2045,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2045,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2045,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2046,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.6784098229760609,Mt CO2e
2046,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2046,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2046,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2047,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.6784098229760609,Mt CO2e
2047,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2047,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2047,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2048,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.6784098229760609,Mt CO2e
2048,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2048,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2048,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2049,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.6784098229760609,Mt CO2e
2049,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2049,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2049,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2050,6005,Conditional NDC,fgtv_components,flar_emis_mt_co2e,All,0.6784098229760609,Mt CO2e
2050,6005,Conditional NDC,fgtv_components,vent_ch4_mt_co2e,All,0.0,Mt CO2e
2050,6005,Conditional NDC,fgtv_components,dtp_ch4_mt_co2e,All,0.0,Mt CO2e
2050,6005,Conditional NDC,fgtv_components,total_fgtv_mt_co2e,All,0.0,Mt CO2e
2023,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,7.804993131800002,Mt CO2e
2023,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.193918767012,Mt CO2e
2023,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02908810118799967,Mt CO2e
2023,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,27.028000000000002,Mt CO2e
2024,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,8.664691989556463,Mt CO2e
2024,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.050415473181573,Mt CO2e
2024,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029122038509224676,Mt CO2e
2024,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,27.744229501247325,Mt CO2e
2025,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,9.524816097730445,Mt CO2e
2025,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.903716693451393,Mt CO2e
2025,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029168655612614475,Mt CO2e
2025,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,28.45770144679458,Mt CO2e
2026,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,10.385455931290739,Mt CO2e
2026,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.74697866132864,Mt CO2e
2026,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02923778475967253,Mt CO2e
2026,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,29.161672377379233,Mt CO2e
2027,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,11.246718547990037,Mt CO2e
2027,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.572006537990745,Mt CO2e
2027,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029336900609884232,Mt CO2e
2027,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,29.848061986590885,Mt CO2e
2028,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,12.108576523558543,Mt CO2e
2028,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.370207423777025,Mt CO2e
2028,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029471300869301942,Mt CO2e
2028,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,30.50825524820511,Mt CO2e
2029,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,12.970712202193793,Mt CO2e
2029,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,18.133542022612453,Mt CO2e
2029,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029644267720507964,Mt CO2e
2029,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,31.13389849252701,Mt CO2e
2030,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,13.832698432264984,Mt CO2e
2030,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,17.85501836443352,Mt CO2e
2030,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.029857454047977558,Mt CO2e
2030,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,31.717574250746743,Mt CO2e
2031,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,14.694210709580325,Mt CO2e
2031,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,17.52914162158716,Mt CO2e
2031,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03011126814472452,Mt CO2e
2031,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,32.25346359931247,Mt CO2e
2032,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,15.55528308127203,Mt CO2e
2032,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,17.152332033564434,Mt CO2e
2032,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03040526273517704,Mt CO2e
2032,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,32.73802037757188,Mt CO2e
2033,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,16.41621704192746,Mt CO2e
2033,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,16.722662911255508,Mt CO2e
2033,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.030738299417922138,Mt CO2e
2033,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,33.169618252601104,Mt CO2e
2034,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,17.277499423829173,Mt CO2e
2034,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,16.23961820727616,Mt CO2e
2034,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03110869370243617,Mt CO2e
2034,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,33.54822632480797,Mt CO2e
2035,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,18.139729247234715,Mt CO2e
2035,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,15.703870634970738,Mt CO2e
2035,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03151434142115159,Mt CO2e
2035,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,33.875114223626795,Mt CO2e
2036,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,19.003553373763747,Mt CO2e
2036,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,15.117080428235138,Mt CO2e
2036,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03195282763755442,Mt CO2e
2036,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.15258662963662,Mt CO2e
2037,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,19.869610763920562,Mt CO2e
2037,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,14.481714100603572,Mt CO2e
2037,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.0324215194402097,Mt CO2e
2037,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.38374638396452,Mt CO2e
2038,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,20.73848508528602,Mt CO2e
2038,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,13.800881926693421,Mt CO2e
2038,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03291764420044466,Mt CO2e
2038,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.57228465618006,Mt CO2e
2039,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,21.61066543370244,Mt CO2e
2039,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,13.078192365465195,Mt CO2e
2039,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03343835501009853,Mt CO2e
2039,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.72229615417791,Mt CO2e
2040,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,22.48651496629966,Mt CO2e
2040,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,12.31762123797662,Mt CO2e
2040,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03398078510327535,Mt CO2e
2040,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.83811698937973,Mt CO2e
2041,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,23.36624731396899,Mt CO2e
2041,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,11.523393159956875,Mt CO2e
2041,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.034542093114874654,Mt CO2e
2041,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.92418256704091,Mt CO2e
2042,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,24.249910699165675,Mt CO2e
2042,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,10.699872485058798,Mt CO2e
2042,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.0351195010347404,Mt CO2e
2042,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,34.98490268525938,Mt CO2e
2043,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,25.137385711750316,Mt CO2e
2043,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,9.851465378998645,Mt CO2e
2043,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03571033068100517,Mt CO2e
2043,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.02456142143013,Mt CO2e
2044,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,26.02839479869258,Mt CO2e
2044,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,8.982527292304498,Mt CO2e
2044,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.036312039141244194,Mt CO2e
2044,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.04723413013849,Mt CO2e
2045,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,26.922520904533584,Mt CO2e
2045,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,8.097270336000236,Mt CO2e
2045,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.036922253038745675,Mt CO2e
2045,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.056713493572744,Mt CO2e
2046,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,27.819235664865122,Mt CO2e
2046,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,7.19966750851907,Mt CO2e
2046,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03753880332377291,Mt CO2e
2046,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.05644197670815,Mt CO2e
2047,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,28.71793764065749,Mt CO2e
2047,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,6.293350802221097,Mt CO2e
2047,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.038159762183228654,Mt CO2e
2047,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.049448205062,Mt CO2e
2048,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,29.618001167744833,Mt CO2e
2048,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,5.381500364468881,Mt CO2e
2048,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03878348354022834,Mt CO2e
2048,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.03828501575413,Mt CO2e
2049,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,30.518836439812905,Mt CO2e
2049,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,4.46672209120849,Mt CO2e
2049,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.03940864846393523,Mt CO2e
2049,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.024967179485515,Mt CO2e
2050,6003,BAU,fgtv_by_gas,fgtv_co2_mt_co2e,All,31.419961457521463,Mt CO2e
2050,6003,BAU,fgtv_by_gas,fgtv_ch4_mt_co2e,All,3.5509113039201257,Mt CO2e
2050,6003,BAU,fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.04003431663342785,Mt CO2e
2050,6003,BAU,fgtv_by_gas,total_fgtv_mt_co2e,All,35.0109070780752,Mt CO2e
2023,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,7.804993131800002,Mt CO2e
2023,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.193918767012,Mt CO2e
2023,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02908810118799967,Mt CO2e
2023,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.028000000000002,Mt CO2e
2024,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,7.4519625045629585,Mt CO2e
2024,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,19.830347036089965,Mt CO2e
2024,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.028284389975812604,Mt CO2e
2024,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.310593930628574,Mt CO2e
2025,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,7.098862429525421,Mt CO2e
2025,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,20.46322513022054,Mt CO2e
2025,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.027493072276567013,Mt CO2e
2025,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.58958063202221,Mt CO2e
2026,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,6.745268634059932,Mt CO2e
2026,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,21.084903187632737,Mt CO2e
2026,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.026723725186184547,Mt CO2e
2026,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.856895546878388,Mt CO2e
2027,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,6.391117749640628,Mt CO2e
2027,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,21.685982118156858,Mt CO2e
2027,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02598383643113309,Mt CO2e
2027,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.103083704228016,Mt CO2e
2028,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,6.036811386830746,Mt CO2e
2028,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,22.25602199584944,Mt CO2e
2028,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.025279159300018283,Mt CO2e
2028,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.318112541979477,Mt CO2e
2029,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,5.683273595236165,Mt CO2e
2029,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,22.784256606500154,Mt CO2e
2029,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.024614019120049756,Mt CO2e
2029,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.492144220855526,Mt CO2e
2030,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,5.331964970073832,Mt CO2e
2030,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,23.260327762811297,Mt CO2e
2030,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.023991568088861246,Mt CO2e
2030,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.616284300973046,Mt CO2e
2031,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,4.9848500690893305,Mt CO2e
2031,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,23.675032258983506,Mt CO2e
2031,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.023413987091014075,Mt CO2e
2031,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.683296315162824,Mt CO2e
2032,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,4.644331671630187,Mt CO2e
2032,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.02109299635022,Mt CO2e
2032,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.02288263961755866,Mt CO2e
2032,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.68830730759687,Mt CO2e
2033,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,4.312991728759904,Mt CO2e
2033,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.293128017477798,Mt CO2e
2033,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.022398112411372868,Mt CO2e
2033,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.62851785864792,Mt CO2e
2034,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,3.99333630634335,Mt CO2e
2034,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.487643309220548,Mt CO2e
2034,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021960234759999156,Mt CO2e
2034,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.5029398503227,Mt CO2e
2035,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,3.687543566781166,Mt CO2e
2035,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.603052199040757,Mt CO2e
2035,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021568076325607848,Mt CO2e
2035,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.3121638421463,Mt CO2e
2036,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,3.397213851112798,Mt CO2e
2036,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.6397229563256,Mt CO2e
2036,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.021219923890968682,Mt CO2e
2036,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,28.058156731328108,Mt CO2e
2037,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,3.1231211265325496,Mt CO2e
2037,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_ch4_mt_co2e,All,24.60005500082508,Mt CO2e
2037,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_n2o_mt_co2e,All,0.020913237894288794,Mt CO2e
2037,6004,Unconditional NDC (ZRF),fgtv_by_gas,total_fgtv_mt_co2e,All,27.744089365250648,Mt CO2e
2038,6004,Unconditional NDC (ZRF),fgtv_by_gas,fgtv_co2_mt_co2e,All,2.865349098780339,Mt CO2e
