sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_BAU,strategy_PFLO_CONDITIONAL,strategy_PFLO_UNCONDITIONAL,year,transformation_code,transformation_description_long,transformation_name_stakeholder,Sector..output.,Subsector..output.,Example.government.policies
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0065217391304347,0.0065217391304347,2028,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0130434782608695,0.0130434782608695,2029,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0195652173913043,0.0195652173913043,2030,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0260869565217391,0.0260869565217391,2031,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0326086956521739,0.0326086956521739,2032,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0391304347826086,0.0391304347826086,2033,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0456521739130434,0.0456521739130434,2034,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0521739130434782,0.0521739130434782,2035,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.058695652173913,0.058695652173913,2036,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0652173913043478,0.0652173913043478,2037,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0717391304347826,0.0717391304347826,2038,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0782608695652173,0.0782608695652173,2039,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0847826086956521,0.0847826086956521,2040,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0913043478260869,0.0913043478260869,2041,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0978260869565217,0.0978260869565217,2042,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1043478260869565,0.1043478260869565,2043,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1108695652173912,0.1108695652173912,2044,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.117391304347826,0.117391304347826,2045,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1239130434782608,0.1239130434782608,2046,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.1304347826086956,2047,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1369565217391304,0.1369565217391304,2048,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1434782608695652,0.1434782608695652,2049,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.15,0.15,2050,AGRC:DEC_LOSSES_SUPPLY_CHAIN,"Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer). This transformation reduces the baseline loss, which reduces the demand for crops produced in the region. ",Reduce supply chain losses,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2015,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2016,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2017,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2018,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2019,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2020,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2021,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2022,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2023,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2024,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2025,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2026,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0,0.0,0.0,2027,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.008695652173913,0.0,0.0,2028,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.017391304347826,0.0,0.0,2029,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0260869565217391,0.0,0.0,2030,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0347826086956521,0.0,0.0,2031,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0434782608695652,0.0,0.0,2032,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0521739130434782,0.0,0.0,2033,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0608695652173913,0.0,0.0,2034,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0695652173913043,0.0,0.0,2035,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0782608695652174,0.0,0.0,2036,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0869565217391304,0.0,0.0,2037,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.0956521739130434,0.0,0.0,2038,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1043478260869565,0.0,0.0,2039,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1130434782608695,0.0,0.0,2040,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1217391304347826,0.0,0.0,2041,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1304347826086956,0.0,0.0,2042,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1391304347826087,0.0,0.0,2043,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1478260869565217,0.0,0.0,2044,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1565217391304348,0.0,0.0,2045,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1652173913043478,0.0,0.0,2046,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1739130434782608,0.0,0.0,2047,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1826086956521739,0.0,0.0,2048,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.1913043478260869,0.0,0.0,2049,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
AFOLU,AGRC,TFR:AGRC:INC_PRODUCTIVITY,AGRC: Improve crop productivity,Increase crop yield factors by 20%,Fractional increase in crop productivity (mass/area),0.0,0.2,0.0,0.0,2050,AGRC:INC_PRODUCTIVITY,Apply a fractional increase to crop yield factors per ha. ,Improve crop productivity,AFOLU,Agriculture,
0.0,0.0,TFR:ENTC:DEC_LOSSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,ENTC:DEC_LOSSES,"Decrease transmission losses by upgrading electrical transmission infrastructure. This transformation sets a target maximum grid transmission loss by 2050. The transformation only reduces transmission loss; if a region has a lower transmission loss, it will remain. The average grid transmission loss is used to estimate production demands for electricity.",Reduce transmission losses,Energy,Power,
0.0,0.0,TFR:ENTC:DEC_LOSSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,ENTC:DEC_LOSSES,"Decrease transmission losses by upgrading electrical transmission infrastructure. This transformation sets a target maximum grid transmission loss by 2050. The transformation only reduces transmission loss; if a region has a lower transmission loss, it will remain. The average grid transmission loss is used to estimate production demands for electricity.",Reduce transmission losses,Energy,Power,
0.0,0.0,TFR:ENTC:DEC_LOSSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ENTC:DEC_LOSSES,"Decrease transmission losses by upgrading electrical transmission infrastructure. This transformation sets a target maximum grid transmission loss by 2050. The transformation only reduces transmission loss; if a region has a lower transmission loss, it will remain. The average grid transmission loss is used to estimate production demands for electricity.",Reduce transmission losses,Energy,Power,
0.0,0.0,TFR:ENTC:DEC_LOSSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ENTC:DEC_LOSSES,"Decrease transmission losses by upgrading electrical transmission infrastructure. This transformation sets a target maximum grid transmission loss by 2050. The transformation only reduces transmission loss; if a region has a lower transmission loss, it will remain. The average grid transmission loss is used to estimate production demands for electricity.",Reduce transmission losses,Energy,Power,
