Country,Strategy_id,Strategy,Sector,Direct_Jobs,Indirect_Jobs,Total_Jobs,ssp_sector,ssp_transformation_name
LBY,1026,LVST: Reduce enteric fermentation,Post and Telecommunications,0.0,136.63,136.63,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Private Households,0.0,0.05,0.05,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Public Administration,0.0,7.22,7.22,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Re-export & Re-import,0.0,0.0,0.0,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Recycling,0.0,0.8,0.8,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Retail Trade,0.0,143.7,143.7,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Textiles and Wearing Apparel,0.0,11.71,11.71,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Transport,0.0,241.84,241.84,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Transport Equipment,0.0,14.93,14.93,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Wholesale Trade,0.0,711.04,711.04,LVST, Reduce enteric fermentation
LBY,1026,LVST: Reduce enteric fermentation,Wood and Paper,0.0,79.98,79.98,LVST, Reduce enteric fermentation
LBY,2002,TRWW: Increase biogas capture,Agriculture,0.0,8.93,8.93,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Construction,227.43,34.07,261.5,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,"Education, Health and Other Services",0.0,64.45,64.45,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Electrical and Machinery,448.76,26.51,475.27,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,"Electricity, Gas and Water",3090.86,77.75,3168.61,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Financial Intermediation and Business Activities,0.0,367.76,367.76,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Fishing,0.0,0.99,0.99,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Food & Beverages,0.0,4.75,4.75,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Hotels and Restaurants,0.0,26.24,26.24,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Maintenance and Repair,0.0,6.54,6.54,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Metal Products,0.0,48.56,48.56,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Mining and Quarrying,0.0,7.21,7.21,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Other Manufacturing,0.0,8.14,8.14,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Others,0.0,1.24,1.24,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,32.95,32.95,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Post and Telecommunications,0.0,73.29,73.29,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Private Households,0.0,0.02,0.02,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Public Administration,0.0,2.15,2.15,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Re-export & Re-import,0.0,0.0,0.0,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Recycling,0.0,0.23,0.23,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Retail Trade,0.0,88.93,88.93,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Textiles and Wearing Apparel,0.0,3.33,3.33,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Transport,162.53,64.82,227.35,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Transport Equipment,0.0,10.88,10.88,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Wholesale Trade,0.0,243.51,243.51,TRWW, Increase biogas capture
LBY,2002,TRWW: Increase biogas capture,Wood and Paper,0.0,24.58,24.58,TRWW, Increase biogas capture
LBY,2003,TRWW: Increase septic compliance,Agriculture,0.0,27.14,27.14,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Construction,653.86,60.23,714.08,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,"Education, Health and Other Services",1252.57,121.92,1374.49,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Electrical and Machinery,1299.03,62.13,1361.16,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,"Electricity, Gas and Water",0.0,235.09,235.09,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Financial Intermediation and Business Activities,0.0,928.78,928.78,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Fishing,0.0,3.33,3.33,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Food & Beverages,0.0,17.54,17.54,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Hotels and Restaurants,0.0,60.73,60.73,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Maintenance and Repair,0.0,16.66,16.66,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Metal Products,0.0,132.79,132.79,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Mining and Quarrying,0.0,8.15,8.15,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Other Manufacturing,0.0,21.77,21.77,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Others,0.0,2.99,2.99,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,83.38,83.38,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Post and Telecommunications,0.0,167.77,167.77,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Private Households,0.0,0.22,0.22,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Public Administration,0.0,5.73,5.73,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Re-export & Re-import,0.0,0.0,0.0,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Recycling,0.0,0.43,0.43,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Retail Trade,0.0,212.9,212.9,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Textiles and Wearing Apparel,0.0,9.01,9.01,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Transport,0.0,160.56,160.56,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Transport Equipment,0.0,25.48,25.48,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Wholesale Trade,0.0,657.51,657.51,TRWW, Increase septic compliance
LBY,2003,TRWW: Increase septic compliance,Wood and Paper,0.0,65.72,65.72,TRWW, Increase septic compliance
LBY,2005,WALI: Improved industrial wastewater treatment,Agriculture,0.0,26.82,26.82,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Construction,1108.71,41.08,1149.79,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,"Education, Health and Other Services",626.29,129.95,756.24,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Electrical and Machinery,921.13,88.64,1009.77,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,"Electricity, Gas and Water",499.99,213.47,713.46,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Financial Intermediation and Business Activities,0.0,865.24,865.24,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Fishing,0.0,2.84,2.84,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Food & Beverages,0.0,14.39,14.39,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Hotels and Restaurants,0.0,55.75,55.75,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Maintenance and Repair,0.0,17.46,17.46,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Metal Products,0.0,129.45,129.45,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Mining and Quarrying,0.0,9.81,9.81,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Other Manufacturing,0.0,24.73,24.73,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Others,0.0,2.85,2.85,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,87.28,87.28,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Post and Telecommunications,0.0,157.42,157.42,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Private Households,0.0,0.13,0.13,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Public Administration,0.0,5.19,5.19,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Re-export & Re-import,0.0,0.0,0.0,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Recycling,0.0,0.43,0.43,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Retail Trade,0.0,277.46,277.46,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Textiles and Wearing Apparel,0.0,8.66,8.66,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Transport,0.0,166.67,166.67,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Transport Equipment,0.0,24.64,24.64,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Wholesale Trade,0.0,622.99,622.99,WALI, Improved industrial wastewater treatment
LBY,2005,WALI: Improved industrial wastewater treatment,Wood and Paper,0.0,70.99,70.99,WALI, Improved industrial wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Agriculture,0.0,28.1,28.1,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Construction,1137.14,55.1,1192.24,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,"Education, Health and Other Services",0.0,177.06,177.06,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Electrical and Machinery,944.75,95.99,1040.74,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,"Electricity, Gas and Water",227.27,223.0,450.27,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Financial Intermediation and Business Activities,489.32,798.26,1287.58,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Fishing,0.0,2.82,2.82,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Food & Beverages,0.0,13.56,13.56,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Hotels and Restaurants,0.0,65.18,65.18,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Maintenance and Repair,0.0,18.25,18.25,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Metal Products,0.0,135.31,135.31,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Mining and Quarrying,0.0,9.75,9.75,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Other Manufacturing,0.0,26.36,26.36,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Others,0.0,3.09,3.09,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,88.69,88.69,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Post and Telecommunications,0.0,174.19,174.19,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Private Households,0.0,0.05,0.05,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Public Administration,0.0,5.96,5.96,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Re-export & Re-import,0.0,0.0,0.0,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Recycling,0.0,0.45,0.45,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Retail Trade,0.0,294.25,294.25,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Textiles and Wearing Apparel,0.0,8.81,8.81,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Transport,0.0,175.72,175.72,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Transport Equipment,0.0,26.68,26.68,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Wholesale Trade,0.0,647.24,647.24,WALI, Improved rural wastewater treatment
LBY,2006,WALI: Improved rural wastewater treatment,Wood and Paper,0.0,77.38,77.38,WALI, Improved rural wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Agriculture,0.0,26.82,26.82,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Construction,1108.71,41.08,1149.79,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,"Education, Health and Other Services",626.29,129.95,756.24,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Electrical and Machinery,921.13,88.64,1009.77,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,"Electricity, Gas and Water",499.99,213.47,713.46,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Financial Intermediation and Business Activities,0.0,865.24,865.24,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Fishing,0.0,2.84,2.84,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Food & Beverages,0.0,14.39,14.39,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Hotels and Restaurants,0.0,55.75,55.75,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Maintenance and Repair,0.0,17.46,17.46,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Metal Products,0.0,129.45,129.45,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Mining and Quarrying,0.0,9.81,9.81,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Other Manufacturing,0.0,24.73,24.73,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Others,0.0,2.85,2.85,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,87.28,87.28,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Post and Telecommunications,0.0,157.42,157.42,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Private Households,0.0,0.13,0.13,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Public Administration,0.0,5.19,5.19,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Re-export & Re-import,0.0,0.0,0.0,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Recycling,0.0,0.43,0.43,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Retail Trade,0.0,277.46,277.46,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Textiles and Wearing Apparel,0.0,8.66,8.66,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Transport,0.0,166.67,166.67,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Transport Equipment,0.0,24.64,24.64,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Wholesale Trade,0.0,622.99,622.99,WALI, Improved urban wastewater treatment
LBY,2007,WALI: Improved urban wastewater treatment,Wood and Paper,0.0,70.99,70.99,WALI, Improved urban wastewater treatment
LBY,2009,WASO: Biogas for energy production,Agriculture,0.0,8.93,8.93,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Construction,227.43,34.07,261.5,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,"Education, Health and Other Services",0.0,64.45,64.45,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Electrical and Machinery,448.76,26.51,475.27,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,"Electricity, Gas and Water",3090.86,77.75,3168.61,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Financial Intermediation and Business Activities,0.0,367.76,367.76,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Fishing,0.0,0.99,0.99,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Food & Beverages,0.0,4.75,4.75,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Hotels and Restaurants,0.0,26.24,26.24,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Maintenance and Repair,0.0,6.54,6.54,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Metal Products,0.0,48.56,48.56,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Mining and Quarrying,0.0,7.21,7.21,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Other Manufacturing,0.0,8.14,8.14,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Others,0.0,1.24,1.24,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,32.95,32.95,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Post and Telecommunications,0.0,73.29,73.29,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Private Households,0.0,0.02,0.02,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Public Administration,0.0,2.15,2.15,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Re-export & Re-import,0.0,0.0,0.0,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Recycling,0.0,0.23,0.23,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Retail Trade,0.0,88.93,88.93,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Textiles and Wearing Apparel,0.0,3.33,3.33,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Transport,162.53,64.82,227.35,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Transport Equipment,0.0,10.88,10.88,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Wholesale Trade,0.0,243.51,243.51,WASO, Biogas for energy production
LBY,2009,WASO: Biogas for energy production,Wood and Paper,0.0,24.58,24.58,WASO, Biogas for energy production
LBY,2011,WASO: Incineration for energy production,Agriculture,0.0,17.89,17.89,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Construction,625.43,42.7,668.12,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,"Education, Health and Other Services",0.0,114.58,114.58,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Electrical and Machinery,1133.7,47.56,1181.26,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,"Electricity, Gas and Water",1363.61,164.94,1528.55,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Financial Intermediation and Business Activities,0.0,705.76,705.76,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Fishing,0.0,1.8,1.8,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Food & Beverages,0.0,8.69,8.69,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Hotels and Restaurants,0.0,43.28,43.28,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Maintenance and Repair,0.0,13.69,13.69,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Metal Products,0.0,115.6,115.6,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Mining and Quarrying,0.0,8.25,8.25,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Other Manufacturing,0.0,17.49,17.49,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Others,0.0,2.41,2.41,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,65.49,65.49,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Post and Telecommunications,0.0,126.7,126.7,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Private Households,0.0,0.03,0.03,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Public Administration,0.0,3.97,3.97,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Re-export & Re-import,0.0,0.0,0.0,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Recycling,0.0,0.38,0.38,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Retail Trade,0.0,181.82,181.82,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Textiles and Wearing Apparel,0.0,6.95,6.95,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Transport,0.0,131.36,131.36,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Transport Equipment,0.0,21.68,21.68,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Wholesale Trade,0.0,535.88,535.88,WASO, Incineration for energy production
LBY,2011,WASO: Incineration for energy production,Wood and Paper,0.0,51.55,51.55,WASO, Incineration for energy production
LBY,2012,WASO: Increase biogas capture,Agriculture,0.0,8.93,8.93,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Construction,227.43,34.07,261.5,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.0,64.45,64.45,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Electrical and Machinery,448.76,26.51,475.27,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",3090.86,77.75,3168.61,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.0,367.76,367.76,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Fishing,0.0,0.99,0.99,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Food & Beverages,0.0,4.75,4.75,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.0,26.24,26.24,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Maintenance and Repair,0.0,6.54,6.54,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Metal Products,0.0,48.56,48.56,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Mining and Quarrying,0.0,7.21,7.21,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Other Manufacturing,0.0,8.14,8.14,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Others,0.0,1.24,1.24,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0,32.95,32.95,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Post and Telecommunications,0.0,73.29,73.29,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Private Households,0.0,0.02,0.02,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Public Administration,0.0,2.15,2.15,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Re-export & Re-import,0.0,0.0,0.0,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Recycling,0.0,0.23,0.23,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Retail Trade,0.0,88.93,88.93,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.0,3.33,3.33,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Transport,162.53,64.82,227.35,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Transport Equipment,0.0,10.88,10.88,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Wholesale Trade,0.0,243.51,243.51,WASO, Increase biogas capture
LBY,2012,WASO: Increase biogas capture,Wood and Paper,0.0,24.58,24.58,WASO, Increase biogas capture
LBY,2013,WASO: Increase composting and biogas,Agriculture,22.14,19.14,41.28,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Construction,227.43,52.6,280.03,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,"Education, Health and Other Services",0.0,115.82,115.82,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Electrical and Machinery,495.99,53.15,549.15,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,"Electricity, Gas and Water",1545.43,184.44,1729.87,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Financial Intermediation and Business Activities,0.0,593.5,593.5,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Fishing,0.0,2.47,2.47,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Food & Beverages,0.0,12.07,12.07,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Hotels and Restaurants,0.0,41.86,41.86,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Maintenance and Repair,0.0,11.09,11.09,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Metal Products,0.0,102.11,102.11,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Mining and Quarrying,0.0,17.15,17.15,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Other Manufacturing,45.3,12.47,57.77,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Others,0.0,2.17,2.17,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,"Petroleum, Chemical and Non-Metallic Mineral Products",19.8,85.8,105.6,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Post and Telecommunications,215.71,101.34,317.04,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Private Households,0.0,0.08,0.08,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Public Administration,0.0,3.98,3.98,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Re-export & Re-import,0.0,0.0,0.0,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Recycling,81.16,0.24,81.41,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Retail Trade,0.0,125.18,125.18,WASO, Increase composting and biogas
LBY,2013,WASO: Increase composting and biogas,Textiles and Wearing Apparel,0.0,7.76,7.76,WASO, Increase composting and biogas
